Chat #,Sentence #,Word,Tag
10,136,por,O
10,136,un,O
10,136,precio,O
10,136,muy,O
10,136,conveniente,O
10,136,?,O
10,137,Cliente,O
10,137,:,O
10,137,No,O
10,137,",",O
10,137,no,O
10,137,lo,O
10,137,sabía,O
10,137,.,O
10,137,¿,O
10,137,Cómo,O
10,137,funciona,O
10,137,ese,O
10,137,plan,O
10,137,?,O
10,138,Empleado,O
10,138,:,O
10,138,El,O
10,138,plan,O
10,138,internacional,O
10,138,le,O
10,138,ofrece,O
10,138,llamadas,O
10,138,ilimitadas,O
10,138,a,O
10,138,su,O
10,138,país,O
10,138,de,O
10,138,origen,O
10,138,",",O
10,138,mensajes,O
10,138,ilimitados,O
10,138,a,O
10,138,cualquier,O
10,138,destino,O
10,138,y,O
10,138,10,O
10,138,GB,O
10,138,de,O
10,138,datos,O
10,138,por,O
10,138,mes,O
10,138,por,O
10,138,solo,O
10,138,30,O
10,138,dólares,O
10,138,canadienses,O
10,138,.,O
10,138,Además,O
10,138,",",O
10,138,puede,O
10,138,conservar,O
10,138,su,O
10,138,número,O
10,138,actual,O
10,138,y,O
10,138,no,O
10,138,tiene,O
10,138,permanencia,O
10,138,mínima,O
10,138,.,O
10,139,Cliente,O
10,139,:,O
10,139,Suena,O
10,139,interesante,O
10,139,",",O
10,139,pero,O
10,139,creo,O
10,139,que,O
10,139,prefiero,O
10,139,darme,O
10,139,de,O
10,139,baja,O
10,139,y,O
10,139,contratar,O
10,139,un,O
10,139,servicio,O
10,139,local,O
10,139,en,O
10,139,Canadá,O
10,139,.,O
10,140,Empleado,O
10,140,:,O
10,140,Está,O
10,140,bien,O
10,140,",",O
10,140,María,O
10,140,.,O
10,140,Respetamos,O
10,140,su,O
10,140,decisión,O
10,140,.,O
10,140,Para,O
10,140,proceder,O
10,140,con,O
10,140,la,O
10,140,baja,O
10,140,",",O
10,140,necesito,O
10,140,que,O
10,140,me,O
10,140,confirme,O
10,140,su,O
10,140,número,O
10,140,de,O
10,140,cliente,O
10,140,y,O
10,140,su,O
10,140,dirección,O
10,140,actual,O
10,140,.,O
10,141,Cliente,O
10,141,:,O
10,141,Claro,O
10,141,",",O
10,141,mi,O
10,141,número,O
10,141,de,O
10,141,cliente,O
10,141,es,O
10,141,654321,O
10,141,y,O
10,141,mi,O
10,141,dirección,O
10,141,actual,O
10,141,es,O
10,141,Libertador,B-direccion
10,141,al,O-direccion
10,141,1500,I-direccion
10,141,.,O
10,142,Empleado,O
10,142,:,O
10,142,Muy,O
10,142,bien,O
10,142,",",O
10,142,María,O
10,142,.,O
10,142,Ya,O
10,142,he,O
10,142,registrado,O
10,142,su,O
10,142,solicitud,O
10,142,de,O
10,142,baja,O
10,142,.,O
10,142,En,O
10,142,breve,O
10,142,recibirá,O
10,142,un,O
10,142,correo,O
10,142,electrónico,O
10,142,con,O
10,142,la,O
10,142,confirmación,O
10,142,y,O
10,142,los,O
10,142,pasos,O
10,142,a,O
10,142,seguir,O
10,142,para,O
10,142,devolver,O
10,142,el,O
10,142,equipo,O
10,142,.,O
10,142,¿,O
10,142,Podría,O
10,142,darme,O
10,142,un,O
10,142,número,O
10,142,de,O
10,142,teléfono,O
10,142,para,O
10,142,poder,O
10,142,contactarla,O
10,142,en,O
10,142,caso,O
10,142,de,O
10,142,que,O
10,142,haya,O
10,142,algún,O
10,142,problema,O
10,142,o,O
10,142,consulta,O
10,142,?,O
10,143,Cliente,O
10,143,:,O
10,143,Sí,O
10,143,",",O
10,143,claro,O
10,143,.,O
10,143,Mi,O
10,143,número,O
10,143,de,O
10,143,teléfono,O
10,143,es,O
10,143,1185679229,B-telefono
10,143,.,O
10,144,Empleado,O
10,144,:,O
10,144,Perfecto,O
10,144,",",O
10,144,María,O
10,144,.,O
10,144,Muchas,O
10,144,gracias,O
10,144,por,O
10,144,haber,O
10,144,sido,O
10,144,parte,O
10,144,de,O
10,144,Celtel,O
10,144,.,O
10,144,¿,O
10,144,Hay,O
10,144,algo,O
10,144,más,O
10,144,en,O
10,144,lo,O
10,144,que,O
10,144,pueda,O
10,144,asistirla,O
10,144,?,O
10,145,Cliente,O
10,145,:,O
10,145,No,O
10,145,",",O
10,145,eso,O
10,145,es,O
10,145,todo,O
10,145,.,O
10,145,Muchas,O
10,145,gracias,O
10,145,por,O
10,145,su,O
10,145,atención,O
10,145,y,O
10,145,cordialidad,O
10,145,.,O
10,146,Empleado,O
10,146,:,O
10,146,De,O
10,146,nada,O
10,146,",",O
10,146,María,O
10,146,.,O
10,146,Ha,O
10,146,sido,O
10,146,un,O
10,146,gusto,O
10,146,atenderla,O
10,146,.,O
10,146,Que,O
10,146,tenga,O
10,146,un,O
10,146,buen,O
10,146,viaje,O
10,146,y,O
10,146,una,O
10,146,excelente,O
10,146,estadía,O
10,146,en,O
10,146,Canadá,O
10,146,.,O
10,146,Cliente,O
10,146,:,O
10,146,Muchas,O
10,146,gracias,O
10,146,.,O
10,146,Adiós,O
10,146,.,O
11,147,Cliente,O
11,147,:,O
11,147,Hola,O
11,147,",",O
11,147,¿,O
11,147,cómo,O
11,147,andan,O
11,147,?,O
11,147,Soy,O
11,147,Sofía,B-nombre
11,147,Díaz,I-nombre
11,147,y,O
11,147,me,O
11,147,quiero,O
11,147,hacer,B-intencion
11,147,una,I-intencion
11,147,cuenta,I-intencion
11,147,en,O
11,147,Celtel,O
11,147,.,O
11,148,Empleado,O
11,148,:,O
11,148,Bienvenida,O
11,148,a,O
11,148,Celtel,O
11,148,",",O
11,148,Sofía,O
11,148,.,O
11,148,Estamos,O
11,148,muy,O
11,148,felices,O
11,148,de,O
11,148,que,O
11,148,nos,O
11,148,hayas,O
11,148,elegido,O
11,148,como,O
11,148,tu,O
11,148,proveedor,O
11,148,de,O
11,148,telefonía,O
11,148,.,O
11,148,Para,O
11,148,crear,O
11,148,tu,O
11,148,cuenta,O
11,148,",",O
11,148,solo,O
11,148,tenemos,O
11,148,que,O
11,148,hacerte,O
11,148,unas,O
11,148,consultas,O
11,148,.,O
11,148,¿,O
11,148,Te,O
11,148,parece,O
11,148,bien,O
11,148,?,O
11,149,Cliente,O
11,149,:,O
11,149,Sí,O
11,149,",",O
11,149,dale,O
11,149,.,O
11,150,Empleado,O
11,150,:,O
11,150,Buenísimo,O
11,150,.,O
11,150,¿,O
11,150,Nos,O
11,150,podrías,O
11,150,decir,O
11,150,tu,O
11,150,nombre,O
11,150,completo,O
11,150,",",O
11,150,tu,O
11,150,fecha,O
11,150,de,O
11,150,nacimiento,O
11,150,y,O
11,150,tu,O
11,150,dirección,O
11,150,?,O
11,151,Cliente,O
11,151,:,O
11,151,Sí,O
11,151,",",O
11,151,por,O
11,151,supuesto,O
11,151,.,O
11,151,Me,O
11,151,llamo,O
11,151,Sofía,B-nombre
11,151,Lucía,I-nombre
11,151,Díaz,I-nombre
11,151,Martínez,I-nombre
11,151,",",O
11,151,nací,O
11,151,el,O
11,151,5/5/1992,B-fecha-nacimiento
11,151,y,O
11,151,vivo,O
11,151,en,O
11,151,la,O
11,151,calle,O
11,151,Mitre,B-direccion
11,151,123,I-direccion
11,151,.,O
11,152,Empleado,O
11,152,:,O
11,152,Gracias,O
11,152,por,O
11,152,la,O
11,152,información,O
11,152,",",O
11,152,Sofía,O
11,152,.,O
11,152,¿,O
11,152,Y,O
11,152,cuál,O
11,152,es,O
11,152,tu,O
11,152,correo,O
11,152,electrónico,O
11,152,y,O
11,152,tu,O
11,152,número,O
11,152,de,O
11,152,teléfono,O
11,152,?,O
11,153,Cliente,O
11,153,:,O
11,153,Mi,O
11,153,correo,O
11,153,es,O
11,153,sofiadiaz@gmail.com,B-email
11,153,y,O
11,153,mi,O
11,153,teléfono,O
11,153,es,O
11,153,el,O
11,153,1109271988,B-telefono
11,153,.,O
11,154,Empleado,O
11,154,:,O
11,154,Genial,O
11,154,.,O
11,154,Ahora,O
11,154,solo,O
11,154,nos,O
11,154,faltan,O
11,154,algunos,O
11,154,datos,O
11,154,de,O
11,154,tu,O
11,154,empresa,O
11,154,.,O
11,154,¿,O
11,154,Nos,O
11,154,podrías,O
11,154,contar,O
11,154,dónde,O
11,154,trabajas,O
11,154,y,O
11,154,desde,O
11,154,cuándo,O
11,154,estás,O
11,154,en,O
11,154,esa,O
11,154,empresa,O
11,154,?,O
11,155,Cliente,O
11,155,:,O
11,155,Sí,O
11,155,",",O
11,155,claro,O
11,155,.,O
11,155,Trabajo,O
11,155,en,O
11,155,Despegar,B-empresa
11,155,desde,O
11,155,el,O
11,155,8,B-fecha-ingreso
11,155,de,O-fecha-ingreso
11,155,julio,I-fecha-ingreso
11,155,del,O-fecha-ingreso
11,155,2023,I-fecha-ingreso
11,155,.,O
11,156,Empleado,O
11,156,:,O
11,156,Muy,O
11,156,bien,O
11,156,.,O
11,156,Ya,O
11,156,tenemos,O
11,156,todos,O
11,156,los,O
11,156,datos,O
11,156,necesarios,O
11,156,para,O
11,156,crear,O
11,156,tu,O
11,156,cuenta,O
11,156,.,O
11,156,Ahora,O
11,156,solo,O
11,156,falta,O
11,156,que,O
11,156,elijas,O
11,156,el,O
11,156,plan,O
11,156,que,O
11,156,más,O
11,156,te,O
11,156,guste,O
11,156,.,O
11,156,Tenemos,O
11,156,cuatro,O
11,156,opciones,O
11,156,:,O
11,156,plan,O
11,156,ilimitado,O
11,156,",",O
11,156,plan,O
11,156,escencial,O
11,156,",",O
11,156,plan,O
11,156,familiar,O
11,156,y,O
11,156,plan,O
11,156,internacional,O
11,156,.,O
11,156,¿,O
11,156,Querés,O
11,156,que,O
11,156,te,O
11,156,contemos,O
11,156,las,O
11,156,características,O
11,156,y,O
11,156,beneficios,O
11,156,de,O
11,156,cada,O
11,156,uno,O
11,156,?,O
11,157,Cliente,O
11,157,:,O
11,157,Sí,O
11,157,",",O
11,157,por,O
11,157,favor,O
11,157,.,O
11,158,Empleado,O
11,158,:,O
11,158,El,O
11,158,plan,O
11,158,ilimitado,O
11,158,te,O
11,158,ofrece,O
11,158,llamadas,O
11,158,",",O
11,158,mensajes,O
11,158,y,O
11,158,datos,O
11,158,ilimitados,O
11,158,dentro,O
11,158,del,O
11,158,país,O
11,158,por,O
11,158,un,O
11,158,precio,O
11,158,fijo,O
11,158,mensual,O
11,158,.,O
11,158,El,O
11,158,plan,O
11,158,escencial,O
11,158,te,O
11,158,ofrece,O
11,158,una,O
11,158,cantidad,O
11,158,limitada,O
11,158,de,O
11,158,minutos,O
11,158,",",O
11,158,mensajes,O
11,158,y,O
11,158,datos,O
11,158,por,O
11,158,un,O
11,158,precio,O
11,158,más,O
11,158,económico,O
11,158,.,O
11,158,El,O
11,158,plan,O
11,158,familiar,O
11,158,te,O
11,158,permite,O
11,158,compartir,O
11,158,los,O
11,158,beneficios,O
11,158,del,O
11,158,plan,O
11,158,ilimitado,O
11,158,o,O
11,158,escencial,O
11,158,con,O
11,158,hasta,O
11,158,cuatro,O
11,158,líneas,O
11,158,adicionales,O
11,158,por,O
11,158,un,O
11,158,precio,O
11,158,especial,O
11,158,.,O
11,158,Y,O
11,158,el,O
11,158,plan,O
11,158,internacional,O
11,158,te,O
11,158,ofrece,O
11,158,llamadas,O
11,158,",",O
11,158,mensajes,O
11,158,y,O
11,158,datos,O
11,158,ilimitados,O
11,158,dentro,O
11,158,del,O
11,158,país,O
11,158,y,O
11,158,a,O
11,158,más,O
11,158,de,O
11,158,50,O
11,158,destinos,O
11,158,internacionales,O
11,158,por,O
11,158,un,O
11,158,precio,O
11,158,superior,O
11,158,al,O
11,158,del,O
11,158,plan,O
11,158,ilimitado,O
11,158,.,O
11,158,¿,O
11,158,Tenés,O
11,158,alguna,O
11,158,duda,O
11,158,sobre,O
11,158,los,O
11,158,planes,O
11,158,?,O
11,159,Cliente,O
11,159,:,O
11,159,No,O
11,159,",",O
11,159,la,O
11,159,verdad,O
11,159,que,O
11,159,no,O
11,159,.,O
11,159,Me,O
11,159,parece,O
11,159,que,O
11,159,me,O
11,159,voy,O
11,159,a,O
11,159,anotar,O
11,159,al,O
11,159,plan,O
11,159,internacional,O
11,159,",",O
11,159,ya,O
11,159,que,O
11,159,me,O
11,159,encanta,O
11,159,viajar,O
11,159,y,O
11,159,quiero,O
11,159,estar,O
11,159,comunicada,O
11,159,con,O
11,159,mis,O
11,159,amigos,O
11,159,y,O
11,159,familiares,O
11,159,en,O
11,159,el,O
11,159,exterior,O
11,159,.,O
11,160,Empleado,O
11,160,:,O
11,160,Muy,O
11,160,buena,O
11,160,elección,O
11,160,",",O
11,160,Sofía,O
11,160,.,O
11,160,El,O
11,160,plan,O
11,160,internacional,O
11,160,te,O
11,160,ofrece,O
11,160,la,O
11,160,mejor,O
11,160,cobertura,O
11,160,y,O
11,160,calidad,O
11,160,de,O
11,160,servicio,O
11,160,en,O
11,160,el,O
11,160,mercado,O
11,160,.,O
11,160,Para,O
11,160,confirmar,O
11,160,tu,O
11,160,inscripción,O
11,160,al,O
11,160,plan,O
11,160,internacional,O
11,160,",",O
11,160,solo,O
11,160,necesitamos,O
11,160,que,O
11,160,nos,O
11,160,mandes,O
11,160,una,O
11,160,copia,O
11,160,de,O
11,160,tu,O
11,160,documento,O
11,160,de,O
11,160,identidad,O
11,160,y,O
11,160,una,O
11,160,factura,O
11,160,de,O
11,160,algún,O
11,160,servicio,O
11,160,a,O
11,160,tu,O
11,160,nombre,O
11,160,para,O
11,160,verificar,O
11,160,tu,O
11,160,domicilio,O
11,160,.,O
11,160,¿,O
11,160,Podés,O
11,160,hacerlo,O
11,160,ahora,O
11,160,mismo,O
11,160,?,O
11,161,Cliente,O
11,161,:,O
11,161,Sí,O
11,161,",",O
11,161,claro,O
11,161,.,O
11,161,Esperame,O
11,161,un,O
11,161,ratito,O
11,161,que,O
11,161,busco,O
11,161,los,O
11,161,documentos,O
11,161,y,O
11,161,te,O
11,161,los,O
11,161,mando,O
11,161,por,O
11,161,correo,O
11,161,electrónico,O
11,161,.,O
11,162,Empleado,O
11,162,:,O
11,162,Perfecto,O
11,162,.,O
11,162,Te,O
11,162,esperamos,O
11,162,unos,O
11,162,minutos,O
11,162,y,O
11,162,luego,O
11,162,seguimos,O
11,162,con,O
11,162,el,O
11,162,proceso,O
11,162,de,O
11,162,activación,O
11,162,de,O
11,162,tu,O
11,162,línea,O
11,162,.,O
11,163,Cliente,O
11,163,:,O
11,163,Gracias,O
11,163,por,O
11,163,tu,O
11,163,atención,O
11,163,y,O
11,163,paciencia,O
11,163,.,O
11,164,Empleado,O
11,164,:,O
11,164,De,O
11,164,nada,O
11,164,",",O
11,164,Sofía,O
11,164,.,O
11,164,Es,O
11,164,un,O
11,164,gusto,O
11,164,atenderte,O
11,164,.,O
12,165,Cliente,O
12,165,:,O
12,165,Hola,O
12,165,",",O
12,165,soy,O
12,165,Martín,B-nombre
12,165,López,I-nombre
12,165,y,O
12,165,quiero,O
12,165,cambiarme,B-intencion
12,165,de,I-intencion
12,165,plan,I-intencion
12,165,.,O
12,166,Empleado,O
12,166,:,O
12,166,Hola,O
12,166,Martín,O
12,166,",",O
12,166,le,O
12,166,agradecemos,O
12,166,por,O
12,166,contactarse,O
12,166,con,O
12,166,Celtel,O
12,166,.,O
12,166,Para,O
12,166,poder,O
12,166,atenderle,O
12,166,",",O
12,166,necesitamos,O
12,166,que,O
12,166,nos,O
12,166,proporcione,O
12,166,su,O
12,166,fecha,O
12,166,de,O
12,166,nacimiento,O
12,166,y,O
12,166,su,O
12,166,email,O
12,166,.,O
12,167,Cliente,O
12,167,:,O
12,167,Ok,O
12,167,",",O
12,167,mi,O
12,167,fecha,O
12,167,de,O
12,167,nacimiento,O
12,167,es,O
12,167,el,O
12,167,10,B-fecha-nacimiento
12,167,de,O-fecha-nacimiento
12,167,noviembre,I-fecha-nacimiento
12,167,de,O-fecha-nacimiento
12,167,1987,I-fecha-nacimiento
12,167,y,O
12,167,mi,O
12,167,email,O
12,167,es,O
12,167,martinlopez@yahoo.com,B-email
12,167,.,O
12,168,Empleado,O
12,168,:,O
12,168,Le,O
12,168,agradecemos,O
12,168,por,O
12,168,la,O
12,168,información,O
12,168,.,O
12,168,¿,O
12,168,A,O
12,168,qué,O
12,168,plan,O
12,168,desea,O
12,168,cambiarse,O
12,168,?,O
12,169,Cliente,O
12,169,:,O
12,169,Quiero,O
12,169,cambiarme,O
12,169,al,O
12,169,plan,O
12,169,ilimitado,O
12,169,",",O
12,169,que,O
12,169,tiene,O
12,169,todo,O
12,169,sin,O
12,169,límite,O
12,169,.,O
12,170,Empleado,O
12,170,:,O
12,170,Muy,O
12,170,bien,O
12,170,",",O
12,170,el,O
12,170,plan,O
12,170,ilimitado,O
12,170,tiene,O
12,170,un,O
12,170,costo,O
12,170,de,O
12,170,$,O
12,170,50,O
12,170,por,O
12,170,mes,O
12,170,.,O
12,170,¿,O
12,170,En,O
12,170,qué,O
12,170,empresa,O
12,170,trabaja,O
12,170,y,O
12,170,desde,O
12,170,cuándo,O
12,170,?,O
12,171,Cliente,O
12,171,:,O
12,171,Trabajo,O
12,171,en,O
12,171,Google,B-empresa
12,171,desde,O
12,171,el,O
12,171,01/03/2018,B-fecha-ingreso
12,171,.,O
12,172,Empleado,O
12,172,:,O
12,172,Perfecto,O
12,172,",",O
12,172,entonces,O
12,172,usted,O
12,172,tiene,O
12,172,derecho,O
12,172,al,O
12,172,plan,O
12,172,ilimitado,O
12,172,con,O
12,172,un,O
12,172,descuento,O
12,172,del,O
12,172,10,O
12,172,%,O
12,172,por,O
12,172,convenio,O
12,172,con,O
12,172,su,O
12,172,empresa,O
12,172,.,O
12,172,¿,O
12,172,Está,O
12,172,de,O
12,172,acuerdo,O
12,172,con,O
12,172,el,O
12,172,cambio,O
12,172,de,O
12,172,plan,O
12,172,?,O
12,173,Cliente,O
12,173,:,O
12,173,Sí,O
12,173,",",O
12,173,estoy,O
12,173,de,O
12,173,acuerdo,O
12,173,.,O
12,174,Empleado,O
12,174,:,O
12,174,Excelente,O
12,174,",",O
12,174,hemos,O
12,174,registrado,O
12,174,su,O
12,174,solicitud,O
12,174,y,O
12,174,pronto,O
12,174,recibirá,O
12,174,un,O
12,174,email,O
12,174,de,O
12,174,confirmación,O
12,174,.,O
12,174,¿,O
12,174,Hay,O
12,174,algo,O
12,174,más,O
12,174,en,O
12,174,lo,O
12,174,que,O
12,174,podamos,O
12,174,ayudarle,O
12,174,?,O
12,175,Cliente,O
12,175,:,O
12,175,No,O
12,175,",",O
12,175,eso,O
12,175,es,O
12,175,todo,O
12,175,.,O
12,175,Gracias,O
12,175,por,O
12,175,la,O
12,175,atención,O
12,175,.,O
12,176,Empleado,O
12,176,:,O
12,176,De,O
12,176,nada,O
12,176,",",O
12,176,ha,O
12,176,sido,O
12,176,un,O
12,176,placer,O
12,176,atenderle,O
12,176,.,O
12,176,Que,O
12,176,tenga,O
12,176,un,O
12,176,buen,O
12,176,día,O
12,176,.,O
12,177,Cliente,O
12,177,:,O
12,177,Igualmente,O
12,177,",",O
12,177,adiós,O
12,177,.,O
13,178,Cliente,O
13,178,:,O
13,178,Buen,O
13,178,día,O
13,178,",",O
13,178,soy,O
13,178,Ana,B-nombre
13,178,Rodríguez,I-nombre
13,178,y,O
13,178,los,O
13,178,llamo,O
13,178,para,O
13,178,cambiarme,B-intencion
13,178,a,I-intencion
13,178,otro,I-intencion
13,178,plan,I-intencion
13,178,.,O
13,179,Empleado,O
13,179,:,O
13,179,Buen,O
13,179,día,O
13,179,Ana,O
13,179,",",O
13,179,le,O
13,179,damos,O
13,179,las,O
13,179,gracias,O
13,179,por,O
13,179,elegir,O
13,179,Celtel,O
13,179,.,O
13,179,Para,O
13,179,poder,O
13,179,asistirle,O
13,179,",",O
13,179,necesitamos,O
13,179,que,O
13,179,nos,O
13,179,indique,O
13,179,su,O
13,179,fecha,O
13,179,de,O
13,179,nacimiento,O
13,179,y,O
13,179,su,O
13,179,correo,O
13,179,electrónico,O
13,179,.,O
13,180,Cliente,O
13,180,:,O
13,180,Dale,O
13,180,",",O
13,180,mi,O
13,180,fecha,O
13,180,de,O
13,180,nacimiento,O
13,180,es,O
13,180,el,O
13,180,5,B-fecha-nacimiento
13,180,de,O-fecha-nacimiento
13,180,mayo,I-fecha-nacimiento
13,180,de,O-fecha-nacimiento
13,180,1992,I-fecha-nacimiento
13,180,y,O
13,180,mi,O
13,180,correo,O
13,180,es,O
13,180,anarodriguez@gmail.com,B-email
13,180,.,O
13,181,Empleado,O
13,181,:,O
13,181,Le,O
13,181,agradecemos,O
13,181,por,O
13,181,la,O
13,181,data,O
13,181,.,O
13,181,¿,O
13,181,A,O
13,181,qué,O
13,181,plan,O
13,181,le,O
13,181,gustaría,O
13,181,cambiarse,O
13,181,?,O
13,182,Cliente,O
13,182,:,O
13,182,Me,O
13,182,gustaría,O
13,182,cambiarme,O
13,182,al,O
13,182,plan,O
13,182,escencial,O
13,182,",",O
13,182,que,O
13,182,tiene,O
13,182,lo,O
13,182,básico,O
13,182,.,O
13,183,Empleado,O
13,183,:,O
13,183,Muy,O
13,183,bien,O
13,183,",",O
13,183,el,O
13,183,plan,O
13,183,escencial,O
13,183,tiene,O
13,183,un,O
13,183,costo,O
13,183,de,O
13,183,$,O
13,183,30,O
13,183,por,O
13,183,mes,O
13,183,.,O
13,183,¿,O
13,183,En,O
13,183,qué,O
13,183,empresa,O
13,183,labura,O
13,183,y,O
13,183,desde,O
13,183,cuándo,O
13,183,?,O
13,184,Cliente,O
13,184,:,O
13,184,Laburo,O
13,184,en,O
13,184,Amazon,B-empresa
13,184,desde,O
13,184,el,O
13,184,primero,B-fecha-ingreso
13,184,de,O-fecha-ingreso
13,184,marzo,I-fecha-ingreso
13,184,del,O-fecha-ingreso
13,184,2020,I-fecha-ingreso
13,184,.,O
13,185,Empleado,O
13,185,:,O
13,185,Genial,O
13,185,",",O
13,185,hemos,O
13,185,procesado,O
13,185,su,O
13,185,pedido,O
13,185,y,O
13,185,enseguida,O
13,185,le,O
13,185,llega,O
13,185,un,O
13,185,correo,O
13,185,de,O
13,185,confirmación,O
13,185,.,O
13,185,¿,O
13,185,Hay,O
13,185,algo,O
13,185,más,O
13,185,en,O
13,185,lo,O
13,185,que,O
13,185,le,O
13,185,podamos,O
13,185,dar,O
13,185,una,O
13,185,mano,O
13,185,?,O
13,186,Cliente,O
13,186,:,O
13,186,No,O
13,186,",",O
13,186,todo,O
13,186,joya,O
13,186,.,O
13,186,Gracias,O
13,186,por,O
13,186,la,O
13,186,onda,O
13,186,.,O
13,187,Empleado,O
13,187,:,O
13,187,De,O
13,187,nada,O
13,187,",",O
13,187,ha,O
13,187,sido,O
13,187,un,O
13,187,gusto,O
13,187,atenderle,O
13,187,.,O
13,187,Que,O
13,187,la,O
13,187,pase,O
13,187,bien,O
13,187,.,O
13,188,Cliente,O
13,188,:,O
13,188,Igualmente,O
13,188,",",O
13,188,chau,O
13,188,.,O
14,189,Cliente,O
14,189,:,O
14,189,Hola,O
14,189,",",O
14,189,soy,O
14,189,Laura,B-nombre
14,189,González,I-nombre
14,189,y,O
14,189,quiero,O
14,189,hacerme,B-intencion
14,189,una,I-intencion
14,189,cuenta,I-intencion
14,189,en,O
14,189,Celtel,O
14,189,.,O
14,190,Empleado,O
14,190,:,O
14,190,Bienvenida,O
14,190,a,O
14,190,Celtel,O
14,190,",",O
14,190,Laura,O
14,190,.,O
14,190,Estamos,O
14,190,encantados,O
14,190,de,O
14,190,que,O
14,190,nos,O
14,190,elijas,O
14,190,como,O
14,190,tu,O
14,190,proveedor,O
14,190,de,O
14,190,telefonía,O
14,190,.,O
14,190,Para,O
14,190,crear,O
14,190,tu,O
14,190,cuenta,O
14,190,",",O
14,190,solo,O
14,190,tenemos,O
14,190,que,O
14,190,hacer,O
14,190,unas,O
14,190,pocas,O
14,190,preguntas,O
14,190,.,O
14,190,¿,O
14,190,Te,O
14,190,parece,O
14,190,bien,O
14,190,?,O
14,191,Cliente,O
14,191,:,O
14,191,Sí,O
14,191,",",O
14,191,dale,O
14,191,.,O
14,192,Empleado,O
14,192,:,O
14,192,Muy,O
14,192,bien,O
14,192,.,O
14,192,¿,O
14,192,Podrías,O
14,192,decirnos,O
14,192,tu,O
14,192,nombre,O
14,192,completo,O
14,192,",",O
14,192,tu,O
14,192,fecha,O
14,192,de,O
14,192,nacimiento,O
14,192,y,O
14,192,tu,O
14,192,dirección,O
14,192,?,O
14,193,Cliente,O
14,193,:,O
14,193,Claro,O
14,193,.,O
14,193,Me,O
14,193,llamo,O
14,193,Laura,B-nombre
14,193,María,I-nombre
14,193,González,I-nombre
14,193,Rodríguez,I-nombre
14,193,",",O
14,193,nací,O
14,193,el,O
14,193,22,B-fecha-nacimiento
14,193,de,O-fecha-nacimiento
14,193,julio,I-fecha-nacimiento
14,193,de,O-fecha-nacimiento
14,193,1990,I-fecha-nacimiento
14,193,y,O
14,193,vivo,O
14,193,en,O
14,193,la,O
14,193,avenida,B-direccion
14,193,Rivadavia,I-direccion
14,193,4567,I-direccion
14,193,.,O
14,194,Empleado,O
14,194,:,O
14,194,Gracias,O
14,194,por,O
14,194,la,O
14,194,información,O
14,194,",",O
14,194,Laura,O
14,194,.,O
14,194,¿,O
14,194,Y,O
14,194,cuál,O
14,194,es,O
14,194,tu,O
14,194,correo,O
14,194,electrónico,O
14,194,y,O
14,194,tu,O
14,194,número,O
14,194,de,O
14,194,teléfono,O
14,194,?,O
14,195,Cliente,O
14,195,:,O
14,195,Mi,O
14,195,correo,O
14,195,es,O
14,195,lauragonzalez@hotmail.com,B-email
14,195,y,O
14,195,mi,O
14,195,teléfono,O
14,195,es,O
14,195,el,O
14,195,1187633901,B-telefono
14,195,.,O
14,196,Empleado,O
14,196,:,O
14,196,Excelente,O
14,196,.,O
14,196,Ahora,O
14,196,solo,O
14,196,nos,O
14,196,faltan,O
14,196,algunos,O
14,196,datos,O
14,196,de,O
14,196,tu,O
14,196,empresa,O
14,196,.,O
14,196,¿,O
14,196,Nos,O
14,196,podrías,O
14,196,contar,O
14,196,dónde,O
14,196,trabajas,O
14,196,y,O
14,196,desde,O
14,196,cuándo,O
14,196,estás,O
14,196,en,O
14,196,esa,O
14,196,empresa,O
14,196,?,O
14,197,Cliente,O
14,197,:,O
14,197,Sí,O
14,197,",",O
14,197,claro,O
14,197,.,O
14,197,Trabajo,O
14,197,en,O
14,197,Twitter,B-empresa
14,197,desde,O
14,197,el,O
14,197,primero,B-fecha-ingreso
14,197,de,O-fecha-ingreso
14,197,Septiembre,I-fecha-ingreso
14,197,del,O-fecha-ingreso
14,197,2022,I-fecha-ingreso
14,197,.,O
14,198,Empleado,O
14,198,:,O
14,198,Muy,O
14,198,bien,O
14,198,.,O
14,198,Ya,O
14,198,tenemos,O
14,198,todos,O
14,198,los,O
14,198,datos,O
14,198,necesarios,O
14,198,para,O
14,198,crear,O
14,198,tu,O
14,198,cuenta,O
14,198,.,O
14,198,Ahora,O
14,198,solo,O
14,198,falta,O
14,198,que,O
14,198,elijas,O
14,198,el,O
14,198,plan,O
14,198,que,O
14,198,más,O
14,198,te,O
14,198,convenga,O
14,198,.,O
14,198,Tenemos,O
14,198,cuatro,O
14,198,opciones,O
14,198,:,O
14,198,plan,O
14,198,ilimitado,O
14,198,",",O
14,198,plan,O
14,198,escencial,O
14,198,",",O
14,198,plan,O
14,198,familiar,O
14,198,y,O
14,198,plan,O
14,198,internacional,O
14,198,.,O
14,198,¿,O
14,198,Quieres,O
14,198,que,O
14,198,te,O
14,198,explique,O
14,198,las,O
14,198,características,O
14,198,y,O
14,198,beneficios,O
14,198,de,O
14,198,cada,O
14,198,uno,O
14,198,?,O
14,199,Cliente,O
14,199,:,O
14,199,Sí,O
14,199,",",O
14,199,por,O
14,199,favor,O
14,199,.,O
14,200,Empleado,O
